id,raison_sociale,pays_declare,numero_tva,date_saisie,source_saisie
7633,Metallo Foods SAS,IT,IT-68676561217,2025-08-12,import_fournisseur
7634,Papyrus Services GmbH,SE,486602710701,2024-05-27,saisie_manuelle
7635,Granit Trading SA,SE,SE.092342489901,2024-05-21,portail_client
7636,Vertex Foods SA,BE,BE0513701805,2024-06-15,saisie_manuelle
7637,Batavia Trading SpA,NL,NL.076671124B03,2024-06-08,saisie_manuelle
7638,Prima Logistics SAS,SE,SE501546727501,2024-03-30,saisie_manuelle
7639,Textil Distribution SA,DK,DK31624382,2024-09-28,reprise_erp
7640,Orion Materials SAS,DK,DK39845164,2025-04-01,reprise_erp
7641,Nord Distribution SAS,SE,-,2025-09-21,reprise_erp
7642,Kappa Trading AB,PL,PL9265609138,2024-03-11,saisie_manuelle
7643,Metallo Transports SAS,LU,LU10446871,2025-03-27,import_fournisseur
7644,Batavia Trading SpA,LU,LU91120472,2024-07-22,import_fournisseur
7645,Baltic Logistics A/S,IT,IT 2419 0881284,2024-12-02,saisie_manuelle
7646,Metallo Logistics A/S,FR,FR51691296121,2024-04-04,saisie_manuelle
7647,Batavia Services Lda,LU,LU80150358,2024-10-15,crm
7648,Batavia Consulting BV,DK,DK356598895,2024-12-10,import_fournisseur
7649,Metallo Foods Sp. z o.o.,IT,IT57165523469,2025-07-04,portail_client
7650,Alpine Technologies Sp. z o.o.,IT,IT96871303651,2024-03-09,reprise_erp
7651,Granit Transports GmbH,FR,FR 5182 3648353,2024-02-27,import_fournisseur
7652,Ardent Materials BV,SE,SE.328575176801,2025-04-25,portail_client
7653,Textil Distribution NV,NL,NL-728450525B78,2024-09-18,crm
7654,Delta Trading SAS,GB,GB0373879372,2025-04-24,saisie_manuelle
7655,Delta Distribution BV,PL,PL7776075088,2024-03-28,import_fournisseur
7656,Papyrus Distribution Sp. z o.o.,FI,FI90403451,2025-05-15,portail_client
7657,Baltic Trading BV,PL,PL9855186199,2024-10-14,saisie_manuelle
7658,Prima Transports AB,IT,IT196660810398,2024-01-04,portail_client
7659,Metallo Services NV,DK,  DK06560938 ,2024-02-22,portail_client
7660,Lusitania Trading Sp. z o.o.,PL,PL2949879035,2024-09-16,saisie_manuelle
7661,Atlantic Industries NV,DK,DK67767070,2024-06-25,saisie_manuelle
7662,Prima Technologies NV,NL,NL912210357B49,2024-05-29,reprise_erp
7663,Lumen Materials SARL,FI,FI-92245645,2025-06-09,crm
7664,Baltic Distribution Lda,FR,FR913071997704,2024-07-09,saisie_manuelle
7665,Azur Services Lda,LU,lu45358743,2024-12-07,reprise_erp
7666,Verso Consulting GmbH,DK,DK-92116034,2025-08-21,reprise_erp
7667,Textil Foods Sp. z o.o.,SE,SE326148068901,2025-02-04,reprise_erp
7668,Vertex Services SARL,PL,pl6316157786,2025-08-20,portail_client
7669,Textil Materials NV,IT,IT.40386435800,2025-05-03,reprise_erp
7670,Fabrica Consulting NV,XX,XX01022053167,2025-10-01,crm
7671,Lusitania Foods Sp. z o.o.,IT,IT30688432191,2024-07-08,reprise_erp
7672,Corvus Foods SAS,PL,PL7770034016,2024-06-19,crm
7673,Vertex Distribution AB,IT,IT529359709970,2024-03-22,portail_client
7674,Azur Transports Lda,FI,FI06669787,2024-11-04,saisie_manuelle
7675,Kappa Logistics NV,FR,FR91316656591,2025-03-15,crm
7676,Global Trading GmbH,SE,SE-060483199001,2025-01-14,crm
7677,Batavia Consulting SAS,FR,FR34117684530,2024-05-09,import_fournisseur
7678,Prima Consulting SpA,GB,GB44636972984,2024-02-28,crm
7679,Kappa Industries NV,DK,DK33157460,2024-07-12,crm
7680,Fabrica Foods A/S,DK,DK90299042,2024-10-16,crm
7681,Baltic Services NV,PT,PT.154362590,2024-07-09,reprise_erp
7682,Baltic Transports GmbH,FR,fr45907924958,2025-08-27,import_fournisseur
7683,Corvus Trading SAS,PL,PL-9295997607,2025-06-09,import_fournisseur
7684,Solaris Technologies SARL,PL,PL7489622869,2024-12-02,saisie_manuelle
7685,Nord Transports NV,LU,LU85162573,2025-06-07,reprise_erp
7686,Corvus Logistics SA,DK,DK43060368,2025-04-11,import_fournisseur
7687,Cobalt Materials BV,LU,lu99563682,2025-04-07,import_fournisseur
7688,Fabrica Technologies A/S,LU,LU97501318,2024-08-21,saisie_manuelle
7689,Meridian Materials Oy,LU,LU86257374,2025-03-19,crm
7690,Corvus Technologies Lda,BE,1430572925,2025-08-04,portail_client
7691,Hanse Trading GmbH,PL,PL 9676 937536,2025-10-01,portail_client
7692,Granit Materials A/S,FI,FI733225024,2025-04-23,crm
7693,Baltic Services A/S,SE,SE062159944701,2024-02-29,reprise_erp
7694,Atlantic Distribution SARL,DK,DK-33455232,2024-04-18,crm
7695,Baltic Materials SARL,SE,SE362524758401,2025-06-04,crm
7696,Kappa Technologies NV,IT,it63097549818,2024-02-14,saisie_manuelle
7697,Vela Technologies Lda,DK,DK.65551772,2025-08-31,import_fournisseur
7698,Baltic Transports Oy,IT,,2025-08-23,reprise_erp
7699,Delta Transports Lda,PT,  479254400 ,2025-08-21,crm
7700,Lusitania Consulting Lda,SE,SE4111880O3401,2025-01-11,reprise_erp
7701,Hanse Logistics SAS,SE,SE477917762701,2024-09-25,reprise_erp
7702,Baltic Materials BV,PT,null,2025-08-19,saisie_manuelle
7703,Textil Foods AB,PT,  PT694579424 ,2024-04-18,saisie_manuelle
7704,Corvus Transports Sp. z o.o.,PL,PL9311558571,2024-11-10,reprise_erp
7705,Corvus Consulting SAS,DK,DK31548403,2025-05-25,import_fournisseur
7706,Cobalt Trading A/S,FI,FI44667718,2025-01-15,portail_client
7707,Alpine Trading AB,SE,SE676G78566001,2024-06-11,crm
7708,Solaris Technologies Oy,LU, ,2024-06-07,crm
7709,Granit Technologies SpA,NL,NL611223468B78,2024-02-10,reprise_erp
7710,Atlantic Industries AB,DK,  DK90267450 ,2025-07-11,portail_client
7711,Vertex Consulting NV,PL,PL2634826432,2025-07-26,import_fournisseur
7712,Fabrica Industries SpA,FI,60165499,2025-06-17,saisie_manuelle
7713,Meridian Foods SAS,SE,SE203970051901,2024-07-15,crm
7714,Baltic Consulting NV,SE, ,2024-01-01,crm
7715,Corvus Transports GmbH,SE,SE212131992401,2025-01-24,import_fournisseur
7716,Fabrica Foods Sp. z o.o.,SE,SE61606018M201,2025-07-16,portail_client
7717,Lusitania Foods NV,PT,pt167572938,2024-11-15,import_fournisseur
7718,Atlantic Services BV,FR,FR57119962613,2025-07-26,import_fournisseur
7719,Atlantic Trading Oy,SE,se845944593101,2025-07-16,reprise_erp
7720,Ardent Materials SAS,IT,it38379413263,2025-09-24,crm
7721,Textil Logistics GmbH,IT,IT45125504039,2024-06-06,import_fournisseur
7722,Vertex Industries SARL,BE,BE1779461040,2024-09-20,import_fournisseur
7723,Cobalt Materials Oy,DK,DK61484795,2024-10-26,import_fournisseur
7724,Fabrica Industries BV,LU,null,2024-10-24,portail_client
7725,Orion Distribution SARL,FR,FR27574783108,2024-01-22,portail_client
7726,Fabrica Services SpA,PL,PL559G677202,2024-02-29,saisie_manuelle
7727,Cobalt Materials GmbH,SE,SE354534213501,2024-08-21,saisie_manuelle
7728,Hanse Consulting GmbH,PT,pt303441429,2025-07-14,saisie_manuelle
7729,Atlantic Distribution Sp. z o.o.,LU,LU21652173,2024-03-10,reprise_erp
7730,Meridian Services AB,IT,IT27525324045,2025-07-11,portail_client
7731,Delta Materials Oy,SE,SE166339162901,2024-09-07,import_fournisseur
7732,Prima Foods Sp. z o.o.,LU,LU506321K0,2024-11-25,import_fournisseur
7733,Vertex Foods Lda,FR,FR19937730109,2024-02-07,portail_client
7734,Prima Distribution A/S,BE,BE1715592303,2024-09-11,import_fournisseur
7735,Textil Logistics SARL,FR,fr31539992863,2025-09-16,import_fournisseur
7736,Lusitania Logistics SARL,FR,FR95285127971,2024-01-31,saisie_manuelle
7737,Global Foods Sp. z o.o.,LU,LUJ2918746,2024-02-08,reprise_erp
7738,Corvus Transports SpA,IT,IT-64156663763,2025-02-13,saisie_manuelle
7739,Kappa Industries GmbH,UK,UK71915938945,2024-10-06,portail_client
7740,Granit Industries A/S,PT,PT492941327,2025-08-14,saisie_manuelle
7741,Atlantic Industries Oy,NL,NL672431439B13,2025-08-27,import_fournisseur
7742,Cobalt Services AB,PL,PL274309688,2024-11-27,saisie_manuelle
7743,Cobalt Distribution Sp. z o.o.,SE,SE776724J14101,2024-11-18,saisie_manuelle
7744,Corvus Technologies AB,BE,BE1386654095,2024-07-02,saisie_manuelle
7745,Lusitania Transports SA,PT,PT199967784,2024-09-29,saisie_manuelle
7746,Alpine Materials SAS,DK,,2025-05-22,import_fournisseur
7747,Prima Technologies AB,BE,BE1574150048,2024-11-05,crm
7748,Azur Distribution AB,PT,PT404673716,2025-02-06,portail_client
7749,Orion Materials AB,LU,LU17951805,2025-01-20,saisie_manuelle
7750,Orion Trading SAS,PT,PT962156779,2025-04-25,portail_client
7751,Solaris Consulting Sp. z o.o.,FI,FI52420322,2024-06-25,portail_client
7752,Verso Foods SpA,PL,PL3102434972,2024-10-16,portail_client
7753,Nord Industries SAS,BE,BE1763604708,2025-05-29,crm
7754,Solaris Transports Sp. z o.o.,ZZ,ZZ1257331816,2025-03-11,import_fournisseur
7755,Corvus Distribution AB,DK,DK57564563,2024-04-14,import_fournisseur
7756,Azur Technologies A/S,LU,87900945,2024-08-05,crm
7757,Papyrus Services A/S,LU,LU37201685,2025-09-25,import_fournisseur
7758,Textil Trading NV,LU,LU74930372,2024-05-05,reprise_erp
7759,Azur Industries GmbH,FI,FI25798338,2024-07-11,crm
7760,Nord Trading NV,PL,PL9440597495,2024-03-08,crm
7761,Textil Consulting A/S,PL,PL347265100H,2025-08-18,reprise_erp
7762,Cobalt Transports BV,SE,SE200005558801,2024-01-06,import_fournisseur
7763,Nord Logistics Oy,NL,NL909457943B55,2025-09-20,reprise_erp
7764,Delta Technologies SARL,FI,FI62249307,2025-02-13,import_fournisseur
7765,Azur Transports GmbH,PL,PL6851495720,2024-06-10,saisie_manuelle
7766,Metallo Transports SARL,LU,  LU75812725 ,2024-09-30,saisie_manuelle
7767,Lumen Distribution AB,BE,  BE1998687869 ,2024-06-12,saisie_manuelle
7768,Delta Foods GmbH,NL,nl093229859b43,2025-01-27,saisie_manuelle
7769,Delta Transports Lda,UK,UK71409686,2024-05-12,saisie_manuelle
7770,Orion Logistics NV,NL,NL193972236B45,2025-07-28,portail_client
7771,Baltic Foods Lda,PL,null,2024-02-12,crm
7772,Vela Consulting SAS,QQ,QQ12516023219,2024-09-18,crm
7773,Delta Consulting AB,IT,IT.76912070307,2024-06-03,import_fournisseur
7774,Granit Industries Lda,FR,FR.43669467691,2025-04-14,reprise_erp
7775,Metallo Industries Lda,IT,IT-32627437067,2024-12-27,crm
7776,Prima Distribution Oy,FR,FR47747525188,2024-06-21,portail_client
7777,Global Services SA,BE,BE0280780446,2024-12-03,import_fournisseur
7778,Textil Transports GmbH,DK,  DK08619727 ,2024-06-07,reprise_erp
7779,Hanse Transports Sp. z o.o.,SE,SE353881603801,2025-09-01,portail_client
7780,Meridian Transports Oy,FR,FR86684981263,2025-09-09,import_fournisseur
7781,Delta Logistics BV,SE,SE827236095301,2025-05-30,saisie_manuelle
7782,Alpine Distribution Sp. z o.o.,SE,se244002665201,2025-05-02,portail_client
7783,Batavia Materials Sp. z o.o.,GB,GB44891184,2024-08-08,saisie_manuelle
7784,Nord Technologies AB,NL,NL483339544B74,2024-01-22,reprise_erp
7785,Kappa Industries A/S,DK,DK19577425,2025-03-17,saisie_manuelle
7786,Metallo Distribution SARL,NL,NL532849371B89,2025-06-28,saisie_manuelle
7787,Azur Consulting A/S,FI,FI923542860,2025-06-23,reprise_erp
7788,Textil Services BV,IT,IT87800964253,2024-04-26,reprise_erp
7789,Alpine Technologies A/S,PL,PL6079513672,2024-07-21,saisie_manuelle
7790,Global Technologies Lda,PT,PT355255049,2024-06-01,crm
7791,Granit Technologies SAS,UK,UK101021355B82,2024-03-09,saisie_manuelle
7792,Global Distribution Oy,LU,LU25162724,2024-04-26,portail_client
7793,Lumen Trading SAS,IT,IT94229667392,2025-06-01,saisie_manuelle
7794,Fabrica Industries NV,SE,SE536868093901,2024-11-25,crm
7795,Atlantic Foods BV,IT,N/A,2024-10-17,import_fournisseur
7796,Orion Trading Lda,DK,DK72694708,2024-06-18,import_fournisseur
7797,Lusitania Transports A/S,IT,IT-47552322579,2025-04-07,reprise_erp
7798,Atlantic Transports SA,LU,lu55734830,2025-06-12,import_fournisseur
7799,Baltic Industries SA,IT,IT15350806798,2024-04-30,import_fournisseur
7800,Baltic Trading Oy,DK,DK72404769,2024-08-22,saisie_manuelle
7801,Delta Industries SARL,PL,PL4499319622,2024-01-28,saisie_manuelle
7802,Orion Trading Sp. z o.o.,QQ,QQ82542801806,2024-02-13,import_fournisseur
7803,Prima Consulting Oy,FI,FI70447435,2024-04-16,reprise_erp
7804,Corvus Materials Sp. z o.o.,BE,BE0746709166,2024-03-16,import_fournisseur
7805,Corvus Services GmbH,IT,IT47566995123,2025-08-09,reprise_erp
7806,Fabrica Industries SAS,FI,FI15803420,2024-03-07,reprise_erp
7807,Granit Transports SA,FI,FI44323522,2025-07-09,portail_client
7808,Corvus Distribution GmbH,SE,SE608453771801,2024-04-30,saisie_manuelle
7809,Delta Trading Sp. z o.o.,IT,IT-25356106689,2024-03-04,reprise_erp
7810,Global Materials Sp. z o.o.,FI,FI89184617,2024-11-29,saisie_manuelle
7811,Delta Distribution A/S,FR,FR90431506469,2025-02-10,reprise_erp
7812,Lumen Consulting AB,LU,lu54965176,2024-12-27,crm
7813,Verso Distribution BV,PL,PL1349816656,2025-03-02,saisie_manuelle
7814,Verso Materials Sp. z o.o.,PT,PT1250735260,2024-11-16,portail_client
7815,Alpine Distribution Oy,BE,be0746905443,2024-07-26,portail_client
7816,Global Logistics AB,FR,FR22852060969,2024-02-27,portail_client
7817,Delta Trading AB,DK,dk53775845,2024-11-02,portail_client
7818,Orion Industries SAS,PL,PL2875252033,2024-12-09,saisie_manuelle
7819,Lumen Consulting SARL,FR,  FR70640546019 ,2025-07-31,import_fournisseur
7820,Granit Trading Sp. z o.o.,PL,PL8864849560,2024-08-28,portail_client
7821,Azur Transports Sp. z o.o.,BE,BE1941991270,2024-04-23,crm
7822,Prima Foods NV,PL,pl1524029668,2025-04-10,saisie_manuelle
7823,Verso Transports SARL,DK,DK 7859 6961,2025-08-08,reprise_erp
7824,Granit Transports Lda,FI,FI21563849,2024-08-10,reprise_erp
7825,Vertex Consulting SA,DK,DK91608898,2024-11-16,portail_client
7826,Nord Trading Sp. z o.o.,FI,FI65430183,2024-12-06,crm
7827,Alpine Foods SpA,IT,IT12486410338,2024-11-05,reprise_erp
7828,Meridian Distribution Sp. z o.o.,UK,UK793725844,2025-02-05,crm
7829,Baltic Services BV,PT,PT452249589,2025-01-01,reprise_erp
7830,Textil Trading BV,NL,NL761936841B08,2025-02-21,reprise_erp
7831,Batavia Industries SA,FI,FI.84714499,2025-06-18,crm
7832,Cobalt Materials Lda,FI,FI69346616,2024-01-23,import_fournisseur
7833,Batavia Foods SA,FI,FI82319145,2024-12-14,crm
7834,Papyrus Logistics SARL,PT,PT313338876,2024-04-13,portail_client
7835,Corvus Materials AB,PL,PL3494338749,2024-08-12,crm
7836,Meridian Consulting Lda,FR,FR27892149357,2025-04-04,reprise_erp
7837,Nord Distribution SpA,BE,BE0450378620,2024-06-22,saisie_manuelle
7838,Vela Transports SAS,QQ,QQ64314970722,2024-01-02,saisie_manuelle
7839,Prima Distribution SA,FR,FR56852182780,2025-08-04,import_fournisseur
7840,Papyrus Materials BV,DK,DK266765H3,2025-09-07,portail_client
7841,Azur Industries AB,LU,LU68137176,2025-04-20,import_fournisseur
7842,Hanse Industries BV,LU,LU88155308,2024-09-06,import_fournisseur
7843,Baltic Trading NV,BE,BE029924371,2024-11-01,crm
7844,Verso Technologies BV,PL,PL6070009071,2025-05-06,saisie_manuelle
7845,Metallo Industries NV,PT,PT692995919,2025-05-04,saisie_manuelle
7846,Metallo Industries GmbH,IT,  IT36586305769 ,2024-12-16,portail_client
7847,Solaris Logistics SpA,PT,PT859370364,2025-08-08,portail_client
7848,Textil Industries AB,SE,SE711461623301,2025-06-28,saisie_manuelle
7849,Cobalt Technologies AB,FR,FR15417414475,2024-04-06,reprise_erp
7850,Textil Logistics Oy,QQ,QQ1402527552,2024-09-28,reprise_erp
7851,Vela Industries SA,PT,PT343992671,2025-07-19,crm
7852,Fabrica Consulting SARL,FI,FI6598120,2025-06-08,crm
7853,Azur Logistics Oy,SE,SE37475359650,2025-02-06,crm
7854,Verso Distribution AB,SE,SE0K5012936701,2025-01-01,crm
7855,Cobalt Consulting SA,DK,DK84629313,2024-04-08,portail_client
7856,Global Foods AB,BE,BE 1777 021687,2024-01-06,portail_client
7857,Prima Consulting A/S,FI,FI878G8514,2025-03-17,reprise_erp
7858,Papyrus Logistics Oy,PT,PT943953769,2024-02-13,reprise_erp
7859,Azur Technologies A/S,NL,NL746782913B54,2024-01-05,reprise_erp
7860,Metallo Foods A/S,IT,it09074902033,2024-12-15,crm
7861,Vertex Logistics NV,LU,LU29067782,2025-04-14,portail_client
7862,Delta Distribution NV,NL,  NL624689505B30 ,2024-10-28,portail_client
7863,Cobalt Logistics SARL,NL,NL444671213B24,2025-01-08,saisie_manuelle
7864,Verso Transports SA,SE,SE604126160001,2025-03-12,saisie_manuelle
7865,Nord Technologies A/S,BE,BE.0930637301,2025-02-09,import_fournisseur
7866,Fabrica Industries A/S,GB,GB36114193840,2024-03-07,portail_client
7867,Atlantic Consulting GmbH,PT,PT325465803,2024-05-22,reprise_erp
7868,Meridian Consulting A/S,SE,SE-011803412301,2025-09-09,import_fournisseur
7869,Textil Consulting SARL,NL,NL922929610B40,2025-01-07,crm
7870,Azur Logistics GmbH,LU,LU85365376,2024-10-30,saisie_manuelle
7871,Batavia Transports SAS,NL,NL631893350B19,2024-11-23,import_fournisseur
7872,Delta Materials SAS,FR,FR48181921281,2025-03-03,crm
7873,Delta Distribution SAS,IT,IT.78041956083,2024-11-29,saisie_manuelle
7874,Vertex Services A/S,SE,SE.272741028001,2025-02-10,crm
7875,Delta Technologies SARL,LU,LU40274217,2024-06-03,crm
7876,Hanse Consulting A/S,NL,  NL772179839B13 ,2024-03-02,crm
7877,Prima Transports SAS,IT,-,2024-06-22,import_fournisseur
7878,Textil Transports Oy,FR,FR 6533 1493961,2024-01-15,import_fournisseur
7879,Metallo Technologies Oy,DK,DK12629202,2025-06-06,reprise_erp
7880,Verso Consulting SA,LU,38533958,2024-01-17,reprise_erp
7881,Delta Logistics A/S,IT,it04119537902,2025-05-05,portail_client
7882,Azur Foods Lda,FI,FI28591703,2025-06-15,portail_client
7883,Lumen Industries NV,SE,SE863815150501,2025-01-07,crm
7884,Hanse Consulting SA,NL,NL192745001B59,2024-12-21,import_fournisseur
7885,Lumen Consulting NV,IT,IT61398643850,2025-07-02,import_fournisseur
7886,Batavia Industries Oy,BE,BE0727J92211,2025-01-28,portail_client
7887,Ardent Services AB,IT,IT79564867939,2024-12-07,reprise_erp
7888,Alpine Services SAS,GB,GB713562328B14,2025-05-17,saisie_manuelle
7889,Vertex Foods SA,PT,PT48318957,2024-12-24,import_fournisseur
7890,Solaris Distribution BV,IT,85910664359,2024-01-26,saisie_manuelle
7891,Corvus Consulting SARL,FI,FI58453213,2024-04-17,crm
7892,Prima Technologies BV,BE,BE.0471870059,2025-08-25,import_fournisseur
7893,Lumen Services SAS,FI,FI54229812,2025-05-23,reprise_erp
7894,Solaris Services SARL,PT,PT234548509,2025-07-27,crm
7895,Azur Technologies NV,FR,FR10342516279,2024-02-20,reprise_erp
7896,Cobalt Industries Lda,BE,BE1603507394,2025-02-01,import_fournisseur
7897,Global Transports GmbH,SE,  SE175707896701 ,2025-05-21,import_fournisseur
7898,Verso Logistics A/S,FI,  FI50964684 ,2025-06-26,saisie_manuelle
7899,Prima Services Sp. z o.o.,FI,FI30226916,2024-02-25,portail_client
7900,Hanse Consulting SA,NL,NL-147430975B58,2025-05-14,crm
7901,Ardent Transports NV,LU,LU 8569 1422,2024-06-15,import_fournisseur
7902,Meridian Transports SpA,BE,BE0742130271,2025-02-13,portail_client
7903,Nord Industries Oy,BE,  BE0689391470 ,2024-07-29,reprise_erp
7904,Kappa Technologies BV,DK,DK 2165 2113,2025-08-27,saisie_manuelle
7905,Lusitania Transports BV,DK,DK69390579,2024-02-25,saisie_manuelle
7906,Solaris Technologies SARL,SE,,2025-02-16,portail_client
7907,Prima Foods Lda,SE,SE817559500101,2024-04-11,saisie_manuelle
7908,Fabrica Technologies Oy,GB,GB15615549,2024-07-30,reprise_erp
7909,Kappa Consulting BV,BE,BE-1620626114,2024-06-22,crm
7910,Corvus Trading Sp. z o.o.,LU,lu19412112,2024-08-28,reprise_erp
7911,Solaris Trading Oy,LU,-,2024-10-20,reprise_erp
7912,Azur Technologies SA,SE,SE497981515801,2024-05-17,saisie_manuelle
7913,Global Distribution SAS,IT,IT02115023455,2024-07-13,crm
7914,Delta Technologies A/S,SE,SE605096457301,2024-09-10,reprise_erp
7915,Atlantic Distribution NV,FI,FI788673258,2024-12-07,portail_client
7916,Textil Technologies Oy,DK,DK-95518214,2024-11-24,portail_client
7917,Delta Materials Lda,DK,DK66501124,2024-10-16,saisie_manuelle
7918,Global Logistics GmbH,DK,  DK23641321 ,2024-08-09,reprise_erp
7919,Granit Foods SAS,FR,FR27563613461,2025-04-11,crm
7920,Prima Foods SpA,SE,SE113039722501,2024-02-20,saisie_manuelle
7921,Meridian Distribution AB,PT,pt830588248,2025-05-04,reprise_erp
7922,Metallo Consulting SA,IT,IT44452408695,2024-01-27,reprise_erp
7923,Alpine Foods BV,PT,PT516258443,2024-01-30,portail_client
7924,Lumen Trading SpA,PT,PT332834050,2025-02-06,portail_client
7925,Kappa Trading GmbH,PT,PT619469090,2024-01-19,portail_client
7926,Lumen Transports GmbH,PL,PL4520662465,2024-04-03,import_fournisseur
7927,Solaris Services SA,BE,BE1945946001,2024-09-03,portail_client
7928,Verso Consulting SARL,FI,FI50108749,2025-06-11,portail_client
7929,Azur Transports Sp. z o.o.,BE,BE.1528693868,2025-04-21,portail_client
7930,Alpine Consulting Oy,FI,FI91136826,2024-02-17,crm
7931,Ardent Materials BV,PT,PT307553965,2024-08-21,crm
7932,Azur Transports SA,PL,PL63718K9050,2024-11-21,saisie_manuelle
7933,Delta Trading Lda,PT,PT678393427,2025-03-02,crm
7934,Meridian Transports A/S,LU,LU77957877,2024-10-31,saisie_manuelle
7935,Meridian Trading AB,DK,DK76290210,2025-03-11,crm
7936,Azur Transports SpA,FR,FR02338083501,2024-07-31,saisie_manuelle
7937,Batavia Foods SA,NL,634496700B91,2025-05-17,reprise_erp
7938,Lusitania Services BV,PT,PT309207738,2025-05-18,crm
